timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,speed,steering,cds_value
1783401093.857,0.08,0.0,0.0,0.0,0,0.0,1
1783401093.964,0.18,0.0,0.0,0.0,0,0.0,1
1783401094.071,0.29,0.0,0.0,0.0,0,0.0,1
1783401094.178,0.4,0.0,0.0,0.0,0,0.0,1
1783401094.284,0.5,0.0,0.0,0.0,0,0.0,1
1783401094.391,0.61,0.0,0.0,0.0,0,0.0,1
1783401094.498,0.72,0.0,0.0,0.0,0,0.0,1
1783401094.605,0.83,0.0,0.0,0.0,0,0.0,1
1783401094.712,0.93,0.0,0.0,0.0,0,0.0,1
1783401094.822,1.04,0.0,0.0,0.0,0,0.0,1
1783401094.929,1.15,0.0,0.0,0.0,0,0.0,1
1783401095.039,1.26,0.0,0.0,0.0,0,0.0,1
1783401095.146,1.37,0.0,0.0,0.0,0,0.0,1
1783401095.253,1.47,0.0,0.0,0.0,0,0.0,1
1783401095.36,1.58,0.0,0.0,0.0,0,0.0,1
1783401095.467,1.69,0.0,0.0,0.0,0,0.0,1
1783401095.573,1.79,0.0,0.0,0.0,0,0.0,1
1783401095.68,1.9,0.0,0.0,0.0,0,0.0,1
1783401095.787,2.01,0.0,0.0,0.0,0,0.0,1
1783401095.894,2.11,0.0,0.0,0.0,0,0.0,1
1783401096.001,2.22,0.0,0.0,0.0,0,0.0,1
1783401096.108,2.33,0.0,0.0,0.0,0,0.0,1
1783401096.215,2.43,0.0,0.0,0.0,0,0.0,1
1783401096.325,2.54,0.0,0.0,0.0,0,0.0,1
1783401096.432,2.65,0.0,0.0,0.0,0,0.0,1
1783401096.542,2.76,0.0,0.0,0.0,0,0.0,1
1783401096.65,2.87,0.0,0.0,0.0,0,0.0,1
1783401096.756,2.98,0.0,0.0,0.0,0,0.0,1
1783401096.863,3.08,0.0,0.0,0.0,0,0.0,1
1783401096.97,3.19,0.0,0.0,0.0,0,0.0,1
1783401097.077,3.3,0.0,0.0,0.0,0,0.0,1
1783401097.184,3.4,0.0,0.0,0.0,0,0.0,1
1783401097.291,3.51,0.0,0.0,0.0,0,0.0,1
1783401097.398,3.62,0.0,0.0,0.0,0,0.0,1
1783401097.505,3.72,0.0,0.0,0.0,0,0.0,1
1783401097.611,3.83,0.0,0.0,0.0,0,0.0,1
1783401097.724,3.94,0.0,0.0,0.0,0,0.0,1
1783401097.832,4.05,0.0,0.0,0.0,0,0.0,1
1783401097.94,4.16,0.0,0.0,0.0,0,0.0,1
1783401098.047,4.27,0.0,0.0,0.0,0,0.0,1
1783401098.153,4.37,0.0,0.0,0.0,0,0.0,1
1783401098.26,4.48,0.0,0.0,0.0,0,0.0,1
1783401098.367,4.59,0.0,0.0,0.0,0,0.0,1
1783401098.474,4.69,0.0,0.0,0.0,0,0.0,1
1783401098.581,4.8,0.0,0.0,0.0,0,0.0,1
1783401098.687,4.91,0.0,0.0,0.0,0,0.0,1
1783401098.794,5.01,0.0,0.0,0.0,0,0.0,1
1783401098.901,5.12,0.0,0.0,0.0,0,0.0,1
