timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,speed,steering,cds_value
1783401114.772,0.07,0.08504034934762626,0.0009502228817953413,0.6401842828576897,79,0.3,1
1783401114.879,0.18,0.17036389200347712,0.002860591853129856,1.2826213187157063,79,0.3,1
1783401114.986,0.29,0.25601456876739426,0.005743409431427319,1.9277249954425142,79,0.3,1
1783401115.093,0.39,0.3412022156888713,0.009566501938467016,2.569623547430141,79,0.3,1
1783401115.2,0.5,0.42630599747058795,0.014341308787129253,3.211252857482573,79,0.3,1
1783401115.306,0.61,0.5112991905396815,0.020064764755117967,3.852491193873792,79,0.3,1
1783401115.413,0.71,0.5963332965428378,0.0267489749795521,4.494563034553751,79,0.3,1
1783401115.52,0.82,0.6812661476967986,0.034383534137831455,5.13647590792091,79,0.3,1
1783401115.627,0.93,0.7660302389505138,0.0429603741451919,5.777798740451365,79,0.3,1
1783401115.741,1.04,0.8562093651925451,0.05317275591170462,6.460964347559411,79,0.3,1
1783401115.847,1.15,0.9407267302124576,0.06370308249871984,7.102090977190284,79,0.3,1
1783401115.954,1.26,1.0251422447216474,0.07518159504507667,7.743379438409862,79,0.3,1
1783401116.061,1.36,1.1095803400035258,0.08762903524237362,8.385859438406474,79,0.3,1
1783401116.168,1.47,1.193743008540208,0.10100026712835394,9.027342670387684,79,0.3,1
1783401116.275,1.58,1.2777845830030359,0.115319089889666,9.669085119338416,79,0.3,1
1783401116.382,1.68,1.3617871606752012,0.13060281561577403,10.311798557821392,79,0.3,1
1783401116.488,1.79,1.4454268167655056,0.14678964992236607,10.953081290489159,79,0.3,1
1783401116.595,1.9,1.5288769057443756,0.16391090176347958,11.594339676811721,79,0.3,1
1783401116.702,2.0,1.6124923888765466,0.18204786928424393,12.238395028556813,79,0.3,1
1783401116.809,2.11,1.695748692352478,0.20108749520194757,12.88128891642189,79,0.3,1
1783401116.916,2.22,1.7786379859986314,0.22102269927716872,13.523032797510574,79,0.3,1
1783401117.026,2.33,1.8633577566456783,0.24242990449077903,14.180808030846975,79,0.3,1
1783401117.136,2.44,1.9479835003545138,0.26485190914676604,14.839812038547194,79,0.3,1
1783401117.242,2.54,2.030151657270573,0.2876107772338652,15.481623230119677,79,0.3,1
1783401117.349,2.65,2.112054442810922,0.31128703119675877,16.12339288969152,79,0.3,1
1783401117.456,2.76,2.1936202688228073,0.3358582846990642,16.76463695463455,79,0.3,1
1783401117.563,2.86,2.2749378343838886,0.36135122462808783,17.406133075857337,79,0.3,1
1783401117.669,2.97,2.355942355506201,0.3877453761965795,18.047450179835977,79,0.3,1
1783401117.776,3.08,2.4366436831718357,0.41504360205842195,18.688745801745323,79,0.3,1
1783401117.883,3.18,2.5171776572948596,0.4432954223652955,19.331188566155152,79,0.3,1
1783401117.99,3.29,2.5972980831271166,0.4724139541562023,19.9728937795191,79,0.3,1
1783401118.097,3.4,2.6772340104073438,0.5024850276585228,20.615783370970316,79,0.3,1
1783401118.204,3.51,2.756686624671163,0.5333944813576273,21.25753011633491,79,0.3,1
1783401118.311,3.61,2.8357810289980554,0.5651889765959145,21.899219576181373,79,0.3,1
1783401118.424,3.73,2.919392901940689,0.5999604861389336,22.580867117059064,79,0.3,1
1783401118.531,3.83,2.997719751671937,0.6335677614909712,23.222456327248807,79,0.3,1
1783401118.638,3.94,3.0756080645381907,0.6680238817699403,23.863571499776054,79,0.3,1
1783401118.745,4.05,3.1531412680556716,0.7033659376164244,24.5049802605837,79,0.3,1
1783401118.851,4.15,3.230266782769635,0.7395702449000829,25.146328871597312,79,0.3,1
1783401118.958,4.26,3.3069229235633033,0.7766061118480592,25.787179098603225,79,0.3,1
1783401119.065,4.37,3.3832505054517052,0.8145432752376982,26.428794087276124,79,0.3,1
1783401119.172,4.47,3.3832505054517052,0.8145432752376982,26.428794087276124,0,0.0,1
1783401119.279,4.58,3.3832505054517052,0.8145432752376982,26.428794087276124,0,0.0,1
