timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,vo_x_m,vo_y_m,speed,steering,cds_value
1783402726.75,0.06,0.0,0.0,0.0,0.0,0.0,0,0.0,1379
1783402726.85,0.16,0.0,0.0,0.0,0.0,0.0,0,0.0,1385
1783402726.951,0.26,0.0,0.0,0.0,0.0,0.0,0,0.0,1386
1783402727.051,0.36,0.0,0.0,0.0,0.0,0.0,0,0.0,1392
1783402727.151,0.46,0.0,0.0,0.0,0.0,0.0,0,0.0,1394
1783402727.252,0.56,0.0,0.0,0.0,0.0,0.0,0,0.0,1412
1783402727.352,0.66,0.0,0.0,0.0,0.0,0.0,0,0.0,1388
1783402727.452,0.76,0.0,0.0,0.0,0.0,0.0,0,0.0,1383
1783402727.553,0.86,0.0,0.0,0.0,0.0,0.0,0,0.0,1414
1783402727.653,0.97,0.0,0.0,0.0,0.0,0.0,0,0.0,1420
1783402727.754,1.07,0.0,0.0,0.0,0.0,0.0,0,0.0,1420
1783402727.854,1.17,0.0,0.0,0.0,0.0,0.0,0,0.0,1391
1783402727.954,1.27,0.0,0.0,0.0,0.0,0.0,0,0.0,1392
1783402728.055,1.37,0.0,0.0,0.0,0.0,0.0,0,0.0,1380
1783402728.155,1.47,0.0,0.0,0.0,0.0,0.0,0,0.0,1402
1783402728.256,1.57,0.0,0.0,0.0,0.0,0.0,0,0.0,1422
1783402728.356,1.67,0.0,0.0,0.0,0.0,0.0,0,0.0,1405
1783402728.456,1.77,0.0,0.0,0.0,0.0,0.0,0,0.0,1416
1783402728.557,1.87,0.0,0.0,0.0,0.0,0.0,0,0.0,1383
1783402728.657,1.97,0.0,0.0,0.0,0.0,0.0,0,0.0,1381
1783402728.757,2.07,0.0,0.0,0.0,0.0,0.0,0,0.0,1401
1783402728.858,2.17,0.0,0.0,0.0,0.0,0.0,0,0.0,1419
1783402728.958,2.27,0.0,0.0,0.0,0.0,0.0,0,0.0,1384
1783402729.059,2.37,0.0,0.0,0.0,0.0,0.0,0,0.0,1387
1783402729.159,2.47,0.0,0.0,0.0,0.0,0.0,0,0.0,1417
1783402729.259,2.57,0.0,0.0,0.0,0.0,0.0,0,0.0,1379
1783402729.36,2.67,0.0,0.0,0.0,0.0,0.0,0,0.0,1380
1783402729.46,2.77,0.0,0.0,0.0,0.0,0.0,0,0.0,1381
