timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,vo_x_m,vo_y_m,speed,steering,cds_value
1783399144.594,0.08,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399144.701,0.19,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399144.808,0.3,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399144.915,0.41,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.022,0.51,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.136,0.63,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.243,0.73,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.351,0.84,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.458,0.95,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.565,1.06,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.672,1.16,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.779,1.27,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.885,1.38,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399145.992,1.48,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1783399146.1,1.59,0.05408934872559827,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.206,1.7,0.10812439099706786,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.315,1.81,0.16315802179201686,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.423,1.91,0.16315802179201686,0.0,0.0,0.0,0.0,0,0.0,1
1783399146.535,2.03,0.16315802179201686,0.0,0.0,0.0,0.0,0,0.0,1
1783399146.646,2.14,0.21911799305617208,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.753,2.24,0.27325899914057566,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.86,2.35,0.3272423840532399,0.0,0.0,0.0,0.0,50,0.0,1
1783399146.968,2.46,0.3272423840532399,0.0,0.0,0.0,0.0,0,0.0,1
1783399147.075,2.57,0.3272423840532399,0.0,0.0,0.0,0.0,0,0.0,1
1783399147.182,2.67,0.3272423840532399,0.0,0.0,0.0,0.0,0,-1.0,1
1783399147.29,2.78,0.3272423840532399,0.0,0.0,0.0,0.0,0,-1.0,1
1783399147.397,2.89,0.3272423840532399,0.0,0.0,0.0,0.0,0,-1.0,1
1783399147.504,2.99,0.3272423840532399,0.0,0.0,0.0,0.0,0,-1.0,1
1783399147.611,3.1,0.3272423840532399,0.0,0.0,0.0,0.0,0,-1.0,1
1783399147.717,3.21,0.3812288997149227,0.0,0.0,0.0,0.0,50,0.0,1
1783399147.824,3.32,0.435219629846438,0.0,0.0,0.0,0.0,50,0.0,1
1783399147.934,3.42,0.490568382571442,0.0,0.0,0.0,0.0,50,0.0,1
1783399148.041,3.53,0.5445877710978191,0.0,0.0,0.0,0.0,50,0.0,1
1783399148.148,3.64,0.5986673663360905,0.0,0.0,0.0,0.0,50,0.0,1
1783399148.255,3.75,0.6527197481405856,0.0,0.0,0.0,0.0,50,0.0,1
1783399148.362,3.85,0.7068876064184941,0.0,0.0,0.0,0.0,50,0.0,1
1783399148.469,3.96,0.7068876064184941,0.0,0.0,0.0,0.0,0,-1.0,1
1783399148.576,4.07,0.7068876064184941,0.0,0.0,0.0,0.0,0,-1.0,1
1783399148.683,4.17,0.7068876064184941,0.0,0.0,0.0,0.0,0,-1.0,1
1783399148.79,4.28,0.7068876064184941,0.0,0.0,0.0,0.0,0,-1.0,1
1783399148.897,4.39,0.7606080813767568,-0.005294375283281872,-5.62856006648864,0.0,0.0,50,-1.0,1
1783399149.004,4.49,0.813577493119269,-0.015840325321821603,-11.260070671385304,0.0,0.0,50,-1.0,1
1783399149.111,4.6,0.8652842084584187,-0.031544809708098545,-16.894707591446213,0.0,0.0,50,-1.0,1
1783399149.218,4.71,0.9153063599434758,-0.05230759763833154,-22.541962771507393,0.0,0.0,50,-1.0,1
1783399149.333,4.82,0.9662973917537838,-0.08010597914600578,-28.59754735627383,0.0,0.0,50,-1.0,1
1783399149.44,4.93,1.0110336444194552,-0.11055451945285405,-34.24011934132994,0.0,0.0,50,-1.0,1
1783399149.547,5.04,1.0525328178870312,-0.14522708495656594,-39.87876146033621,0.0,0.0,50,-1.0,1
1783399149.654,5.15,1.0903937962862242,-0.18377128642085208,-45.512331164377194,0.0,0.0,50,-1.0,1
1783399149.761,5.25,1.1242809494669832,-0.2258349513956367,-51.14453232081616,0.0,0.0,50,-1.0,1
1783399149.868,5.36,1.1538512745447818,-0.2709734944093843,-56.77113373202118,0.0,0.0,50,-1.0,1
1783399149.975,5.47,1.1788830110384474,-0.318866819261321,-62.405908762390546,0.0,0.0,50,-1.0,1
1783399150.082,5.57,1.1990671449377563,-0.3689041976888228,-68.0317819556055,0.0,0.0,50,-1.0,1
1783399150.189,5.68,1.224150877201541,-0.4168616473066183,-62.38856964093744,0.0,0.0,50,1.0,1
1783399150.296,5.79,1.2538058538817354,-0.46209156030934995,-56.74916163749335,0.0,0.0,50,1.0,1
1783399150.406,5.9,1.2886990818204922,-0.5051371448536403,-50.97139221593684,0.0,0.0,50,1.0,1
1783399150.513,6.0,1.3266905887824643,-0.5435769094626528,-45.33602707788586,0.0,0.0,50,1.0,1
1783399150.62,6.11,1.3682781687655503,-0.5781036254696188,-39.70003416570552,0.0,0.0,50,1.0,1
1783399150.728,6.22,1.4135085410869002,-0.608624079109499,-34.01060511963348,0.0,0.0,50,1.0,1
1783399150.835,6.33,1.4612149034271666,-0.6343735704101128,-28.35793852657716,0.0,0.0,50,1.0,1
1783399150.945,6.44,1.512544158612123,-0.6557002250071976,-22.562264986851115,0.0,0.0,50,1.0,1
1783399151.052,6.54,1.5642303336525145,-0.6714321137899901,-16.92884594860118,0.0,0.0,50,1.0,1
1783399151.159,6.65,1.6172277911774537,-0.6820159853476115,-11.293694253754188,0.0,0.0,50,1.0,1
1783399151.266,6.76,1.671049777501637,-0.687344731502536,-5.65424858386233,0.0,0.0,50,1.0,1
1783399151.373,6.86,1.7250909577644986,-0.6873630159952485,-0.01938566511484875,0.0,0.0,50,1.0,1
1783399151.48,6.97,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,50,1.0,1
1783399151.587,7.08,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399151.694,7.18,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399151.801,7.29,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399151.908,7.4,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399152.015,7.51,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399152.122,7.61,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399152.23,7.72,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399152.34,7.83,1.7788049133012578,-0.6820884648017284,5.608295517592678,0.0,0.0,0,0.0,1
1783399152.447,7.94,1.725024568046461,-0.687369535268741,5.608295517592678,0.0,0.0,-50,0.0,1
1783399152.554,8.05,1.671223970332552,-0.6926525944671982,5.608295517592678,0.0,0.0,-50,0.0,1
1783399152.661,8.15,1.618183440289502,-0.7032002339588475,11.24711341335517,0.0,0.0,-50,-1.0,1
1783399152.768,8.26,1.566483906244603,-0.7188885801358006,16.880545007087694,0.0,0.0,-50,-1.0,1
1783399152.875,8.37,1.5165458147697097,-0.7395912864495532,22.51730380370586,0.0,0.0,-50,-1.0,1
1783399152.982,8.47,1.4688626285991473,-0.7651122607660696,28.156561141358907,0.0,0.0,-50,-1.0,1
1783399153.089,8.58,1.4239472863325557,-0.7951712542033086,33.79188861296212,0.0,0.0,-50,-1.0,1
1783399153.197,8.69,1.3821941239156312,-0.8295020971273916,39.428182856724554,0.0,0.0,-50,-1.0,1
1783399153.303,8.79,1.34404002227021,-0.8677366043092487,45.060308680267994,0.0,0.0,-50,-1.0,1
1783399153.411,8.9,1.305837694168283,-0.9060194395795186,45.060308680267994,0.0,0.0,-50,0.0,1
1783399153.517,9.01,1.2676893762954233,-0.9442481508001551,45.060308680267994,0.0,0.0,-50,0.0,1
1783399153.627,9.12,1.2284918990909939,-0.98352823233926,45.060308680267994,0.0,0.0,-50,0.0,1
1783399153.735,9.23,1.1901693875974568,-1.0219315042743045,45.060308680267994,0.0,0.0,-50,0.0,1
1783399153.845,9.34,1.1507293321673575,-1.0614546752457783,45.060308680267994,0.0,0.0,-50,0.0,1
1783399153.953,9.44,1.1124926416519765,-1.0997719453444763,45.060308680267994,0.0,0.0,-50,0.0,1
1783399154.059,9.55,1.074356997045465,-1.1379879565912618,45.060308680267994,0.0,0.0,-50,0.0,1
1783399154.167,9.66,1.0361201364191261,-1.1763053971594075,45.060308680267994,0.0,0.0,-50,0.0,1
1783399154.274,9.76,0.9979364354670665,-1.214569566025158,45.060308680267994,0.0,0.0,-50,0.0,1
1783399154.382,9.87,0.955540516565814,-1.2493247956197313,39.34413645628494,0.0,0.0,-50,1.0,1
1783399154.489,9.98,0.9106121623747514,-1.2793023332070002,33.71239985270171,0.0,0.0,-50,1.0,1
1783399154.596,10.09,0.8629756197106886,-1.304719233043438,28.082546571506573,0.0,0.0,-50,1.0,1
1783399154.703,10.19,0.8130880438416017,-1.3253364979868538,22.454061837913457,0.0,0.0,-50,1.0,1
1783399154.81,10.3,0.7613696401658177,-1.3409712666244686,16.820366579046595,0.0,0.0,-50,1.0,1
1783399154.917,10.41,0.7083875227184453,-1.3514513359472853,11.188893640597694,0.0,0.0,-50,1.0,1
1783399155.03,10.52,0.6512432358434228,-1.3566576978891989,5.205791856807932,0.0,0.0,-50,1.0,1
1783399155.141,10.63,0.5955910558183353,-1.3560774482521532,-0.5973647505401661,0.0,0.0,-50,1.0,1
1783399155.248,10.74,0.541873870887095,-1.3502117858430966,-6.231738005466742,0.0,0.0,-50,1.0,1
1783399155.355,10.85,0.4889091283371063,-1.339074364427855,-11.875138652373609,0.0,0.0,-50,1.0,1
1783399155.462,10.95,0.4373999028048285,-1.3228267972086571,-17.50685014499167,0.0,0.0,-50,1.0,1
1783399155.569,11.06,0.38770838259296964,-1.3015889502171616,-23.141562397948107,0.0,0.0,-50,1.0,1
1783399155.676,11.17,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,-50,1.0,1
1783399155.783,11.27,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399155.89,11.38,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399155.997,11.49,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.104,11.59,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.211,11.7,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.322,11.81,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.432,11.92,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.539,12.03,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.646,12.14,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.753,12.24,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.86,12.35,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399156.967,12.46,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.074,12.56,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.181,12.67,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.288,12.78,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.395,12.89,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.502,12.99,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.609,13.1,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.716,13.21,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.823,13.31,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399157.933,13.42,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.04,13.53,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.147,13.64,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.254,13.75,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.363,13.85,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.471,13.96,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.578,14.07,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.685,14.18,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.792,14.28,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399158.899,14.39,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.006,14.5,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.113,14.6,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.221,14.71,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.331,14.82,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.438,14.93,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.546,15.04,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.653,15.14,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.759,15.25,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.866,15.36,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399159.973,15.46,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.08,15.57,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.187,15.68,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.294,15.79,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.401,15.89,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.509,16.0,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.616,16.11,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.73,16.22,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.839,16.33,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399160.946,16.44,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.053,16.54,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.16,16.65,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.267,16.76,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.374,16.86,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.481,16.97,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.588,17.08,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.695,17.19,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.802,17.29,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399161.91,17.4,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.017,17.51,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.127,17.62,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.233,17.72,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.34,17.83,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.447,17.94,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.554,18.05,0.34032305342758046,-1.2755615959451143,-28.778685303561307,0.0,0.0,0,0.0,1
1783399162.661,18.15,0.3876339764272605,-1.3015480811197206,-28.778685303561307,0.0,0.0,50,0.0,1
1783399162.768,18.26,0.4350271156015326,-1.3275797251977404,-28.778685303561307,0.0,0.0,50,0.0,1
1783399162.875,18.37,0.482401574078882,-1.3536011085236368,-28.778685303561307,0.0,0.0,50,0.0,1
1783399162.982,18.47,0.5297446869800391,-1.379605274655292,-28.778685303561307,0.0,0.0,50,0.0,1
1783399163.089,18.58,0.5771051085495313,-1.405618947924508,-28.778685303561307,0.0,0.0,50,0.0,1
