timestamp_unix,elapsed_sec,x_m,y_m,heading_deg,speed,steering,cds_value
1783401124.728,0.02,0.0,0.0,0.0,0,0.0,1
1783401124.835,0.13,0.0,0.0,0.0,0,0.0,1
1783401124.942,0.24,0.0,0.0,0.0,0,0.0,1
1783401125.049,0.34,0.0,0.0,0.0,0,0.0,1
1783401125.156,0.45,0.0,0.0,0.0,0,0.0,1
1783401125.263,0.56,0.0,0.0,0.0,0,0.0,1
1783401125.37,0.66,0.0,0.0,0.0,0,0.0,1
1783401125.477,0.77,0.0,0.0,0.0,0,0.0,1
1783401125.583,0.88,0.0,0.0,0.0,0,0.0,1
1783401125.69,0.99,0.0,0.0,0.0,0,0.0,1
1783401125.797,1.09,0.0,0.0,0.0,0,0.0,1
1783401125.904,1.2,0.0,0.0,0.0,0,0.0,1
1783401126.011,1.31,0.0,0.0,0.0,0,0.0,1
1783401126.121,1.42,0.0,0.0,0.0,0,0.0,1
1783401126.233,1.53,0.0,0.0,0.0,0,0.0,1
1783401126.339,1.63,0.0,0.0,0.0,0,0.0,1
1783401126.446,1.74,0.0,0.0,0.0,0,0.0,1
1783401126.553,1.85,0.0,0.0,0.0,0,0.0,1
1783401126.66,1.95,0.0,0.0,0.0,0,0.0,1
1783401126.767,2.06,0.0,0.0,0.0,0,0.0,1
1783401126.873,2.17,0.0,0.0,0.0,0,0.0,1
1783401126.98,2.28,0.0,0.0,0.0,0,0.0,1
1783401127.087,2.38,0.0,0.0,0.0,0,0.0,1
1783401127.194,2.49,0.0,0.0,0.0,0,0.0,1
1783401127.301,2.6,0.0,0.0,0.0,0,0.0,1
1783401127.408,2.7,0.0,0.0,0.0,0,0.0,1
1783401127.515,2.81,0.0,0.0,0.0,0,0.0,1
1783401127.623,2.92,0.0,0.0,0.0,0,0.0,1
1783401127.732,3.03,0.0,0.0,0.0,0,0.0,1
1783401127.839,3.13,0.0,0.0,0.0,0,0.0,1
1783401127.947,3.24,0.0,0.0,0.0,0,0.0,1
1783401128.054,3.35,0.0,0.0,0.0,0,0.0,1
1783401128.161,3.46,0.0,0.0,0.0,0,0.0,1
1783401128.267,3.56,0.0,0.0,0.0,0,0.0,1
1783401128.374,3.67,0.0,0.0,0.0,0,0.0,1
1783401128.481,3.78,0.0,0.0,0.0,0,0.0,1
1783401128.588,3.88,0.0,0.0,0.0,0,0.0,1
1783401128.695,3.99,0.0,0.0,0.0,0,0.0,1
1783401128.802,4.1,0.0,0.0,0.0,0,0.0,1
1783401128.908,4.2,0.0,0.0,0.0,0,0.0,1
1783401129.016,4.31,0.0,0.0,0.0,0,0.0,1
1783401129.125,4.42,0.0,0.0,0.0,0,0.0,1
1783401129.232,4.53,0.0,0.0,0.0,0,0.0,1
1783401129.339,4.63,0.0,0.0,0.0,0,0.0,1
1783401129.445,4.74,0.0,0.0,0.0,0,0.0,1
1783401129.554,4.85,0.0,0.0,0.0,0,0.0,1
1783401129.661,4.96,0.0,0.0,0.0,0,0.0,1
1783401129.768,5.06,0.0,0.0,0.0,0,0.0,1
1783401129.874,5.17,0.0,0.0,0.0,0,0.0,1
1783401129.983,5.28,0.0,0.0,0.0,0,0.0,1
1783401130.09,5.38,0.0,0.0,0.0,0,0.0,1
1783401130.196,5.49,0.0,0.0,0.0,0,0.0,1
1783401130.303,5.6,0.0,0.0,0.0,0,0.0,1
1783401130.41,5.71,0.0,0.0,0.0,0,0.0,1
1783401130.52,5.81,0.0,0.0,0.0,0,0.0,1
1783401130.627,5.92,0.0,0.0,0.0,0,0.0,1
1783401130.734,6.03,0.0,0.0,0.0,0,0.0,1
1783401130.84,6.14,0.0,0.0,0.0,0,0.0,1
1783401130.947,6.24,0.0,0.0,0.0,0,0.0,1
1783401131.054,6.35,0.0,0.0,0.0,0,0.0,1
1783401131.161,6.46,0.0,0.0,0.0,0,0.0,1
1783401131.268,6.56,0.0,0.0,0.0,0,0.0,1
1783401131.375,6.67,0.0,0.0,0.0,0,0.0,1
1783401131.481,6.78,0.0,0.0,0.0,0,0.0,1
1783401131.588,6.88,0.0,0.0,0.0,0,0.0,1
1783401131.695,6.99,0.0,0.0,0.0,0,0.0,1
1783401131.802,7.1,0.0,0.0,0.0,0,0.0,1
1783401131.909,7.2,0.0,0.0,0.0,0,0.0,1
1783401132.016,7.31,0.0,0.0,0.0,0,0.0,1
1783401132.127,7.42,0.0,0.0,0.0,0,0.0,1
1783401132.234,7.53,0.0,0.0,0.0,0,0.0,1
1783401132.341,7.64,0.0,0.0,0.0,0,0.0,1
1783401132.447,7.74,0.0,0.0,0.0,0,0.0,1
1783401132.554,7.85,0.0,0.0,0.0,0,0.0,1
1783401132.661,7.96,0.0,0.0,0.0,0,0.0,1
1783401132.768,8.06,0.0,0.0,0.0,0,0.0,1
